index,ticker,year,month,open,close,high,low,SMA_10,SMA_20,EMA_10,EMA_20
0,TSLA,2018,1,312.0,354.3099975585937,360.5,305.67999267578125,,,,
1,TSLA,2018,2,351.0,343.0599975585937,359.989990234375,294.760009765625,,,,
2,TSLA,2018,3,345.010009765625,266.1300048828125,348.6700134277344,248.2100067138672,,,,
3,TSLA,2018,4,256.260009765625,293.8999938964844,309.5,244.58999633789065,,,,
4,TSLA,2018,5,293.510009765625,284.7300109863281,312.989990234375,273.4200134277344,,,,
5,TSLA,2018,6,285.8599853515625,342.95001220703125,373.7300109863281,283.8399963378906,,,,
6,TSLA,2018,7,360.07000732421875,298.1400146484375,364.7799987792969,286.1300048828125,,,,
7,TSLA,2018,8,297.989990234375,301.6600036621094,387.4599914550781,288.20001220703125,,,,
8,TSLA,2018,9,296.94000244140625,264.7699890136719,314.9599914550781,252.25,,,,
9,TSLA,2018,10,305.7699890136719,337.32000732421875,347.1600036621094,247.77000427246097,308.69700317382814,,308.69700317382814,
10,TSLA,2018,11,338.260009765625,350.4800109863281,366.75,325.0,308.3140045166016,,316.2939136851918,
11,TSLA,2018,12,360.0,332.79998779296875,379.489990234375,294.0899963378906,307.2880035400391,,319.295018068424,
12,TSLA,2019,1,306.1000061035156,307.0199890136719,352.0,279.2799987792969,311.377001953125,,317.0631946039236,
13,TSLA,2019,2,305.4200134277344,319.8800048828125,324.239990234375,288.7699890136719,313.9750030517578,,317.57534192735795,
14,TSLA,2019,3,306.94000244140625,279.8599853515625,307.1300048828125,254.4600067138672,313.4880004882813,,310.7180043681224,
15,TSLA,2019,4,282.6199951171875,238.69000244140625,296.1700134277344,231.1300048828125,303.06199951171874,,297.6220040178104,
16,TSLA,2019,5,238.8500061035156,185.16000366210932,258.3500061035156,184.1000061035156,291.7639984130859,,277.1743675895011,
17,TSLA,2019,6,185.5099945068359,223.4600067138672,234.7400054931641,176.99000549316406,283.9439987182617,,267.4081201575677,
18,TSLA,2019,7,230.2100067138672,241.6100006103516,266.07000732421875,222.22000122070312,281.6279998779297,,262.71755296716475,
19,TSLA,2019,8,242.6499938964844,225.6100006103516,244.5099945068359,211.0,270.45699920654295,289.57700119018557,255.970725265926,289.57700119018557
20,TSLA,2019,9,224.0800018310547,240.8699951171875,253.5,218.3600006103516,259.4959976196289,283.9050010681152,253.22513796615536,284.9382387070429
21,TSLA,2019,10,241.5,314.9200134277344,340.8399963378906,224.27999877929688,257.70800018310547,282.4980018615723,264.4423880500788,287.79364582329924
22,TSLA,2019,11,316.32000732421875,329.94000244140625,361.2000122070313,309.260009765625,260.00000152587893,285.68850173950193,276.35104521213833,291.80758454883323
23,TSLA,2019,12,329.3999938964844,418.3299865722656,435.30999755859375,327.25,269.8449996948242,291.91000137329104,302.1653981867069,303.85733712249345
