index,ticker,year,month,open,close,high,low,SMA_10,SMA_20,EMA_10,EMA_20
0,AMD,2018,1,10.420000076293944,13.739999771118164,13.850000381469728,10.34000015258789,,,,
1,AMD,2018,2,13.619999885559082,12.109999656677246,13.84000015258789,10.630000114440918,,,,
2,AMD,2018,3,12.260000228881836,10.050000190734863,12.81999969482422,9.789999961853027,,,,
3,AMD,2018,4,9.989999771118164,10.880000114440918,11.359999656677246,9.039999961853027,,,,
4,AMD,2018,5,10.829999923706056,13.729999542236328,13.949999809265137,10.770000457763672,,,,
5,AMD,2018,6,13.979999542236328,14.989999771118164,17.34000015258789,13.920000076293944,,,,
6,AMD,2018,7,14.800000190734863,18.32999992370605,20.18000030517578,14.739999771118164,,,,
7,AMD,2018,8,18.34000015258789,25.170000076293945,27.299999237060547,18.0,,,,
8,AMD,2018,9,25.6200008392334,30.88999938964844,34.13999938964844,25.56999969482422,,,,
9,AMD,2018,10,30.690000534057617,18.209999084472656,31.90999984741211,16.170000076293945,16.80999975204468,,16.80999975204468,
10,AMD,2018,11,18.40999984741211,21.299999237060547,22.21999931335449,17.18000030517578,17.565999698638915,,17.626363294774837,
11,AMD,2018,12,22.479999542236328,18.459999084472656,23.75,16.030000686645508,18.200999641418456,,17.777933438356257,
12,AMD,2019,1,18.010000228881836,24.40999984741211,25.13999938964844,16.940000534057617,19.63699960708618,,18.98376369454823,
13,AMD,2019,2,24.61000061035156,23.530000686645508,25.520000457763672,22.270000457763672,20.90199966430664,,19.810352238565915,
14,AMD,2019,3,23.96999931335449,25.520000457763672,28.11000061035156,21.040000915527344,22.080999755859374,,20.848470096601872,
15,AMD,2019,4,26.420000076293945,27.6299991607666,29.950000762939453,25.82999992370605,23.344999694824217,,22.08147538099546,
16,AMD,2019,5,28.950000762939453,27.40999984741211,29.670000076293945,26.030000686645508,24.252999687194823,,23.050298011253034,
17,AMD,2019,6,28.75,30.3700008392334,34.29999923706055,27.290000915527344,24.77299976348877,,24.381153070885826,
18,AMD,2019,7,31.790000915527344,30.450000762939453,34.86000061035156,30.100000381469727,24.728999900817872,,25.484579923986487,
19,AMD,2019,8,30.5,31.450000762939453,35.54999923706055,27.649999618530277,26.053000068664552,21.431499910354614,26.56920189470521,21.431499910354614
20,AMD,2019,9,30.82999992370605,28.989999771118164,32.04999923706055,28.350000381469727,26.822000122070314,22.193999910354613,27.00934696314393,22.151357039951144
21,AMD,2019,10,29.049999237060547,33.93000030517578,34.34000015258789,27.43000030517578,28.369000244140626,23.284999942779542,28.267647570786085,23.273132589020157
22,AMD,2019,11,34.369998931884766,39.150001525878906,41.790000915527344,34.099998474121094,29.843000411987305,24.740000009536743,30.246257380802962,24.785215344911467
23,AMD,2019,12,39.31999969482422,45.86000061035156,47.310001373291016,37.150001525878906,32.07600040435791,26.489000034332275,33.08511978617543,26.792337751143858
