index,ticker,year,month,open,close,high,low,SMA_10,SMA_20,EMA_10,EMA_20
0,MSFT,2018,1,86.12999725341797,95.01000213623048,95.4499969482422,85.5,,,,
1,MSFT,2018,2,94.79000091552734,93.7699966430664,96.06999969482422,83.83000183105469,,,,
2,MSFT,2018,3,93.98999786376952,91.2699966430664,97.23999786376952,87.08000183105469,,,,
3,MSFT,2018,4,90.47000122070312,93.5199966430664,97.9000015258789,87.51000213623047,,,,
4,MSFT,2018,5,93.20999908447266,98.83999633789062,99.98999786376952,92.4499969482422,,,,
5,MSFT,2018,6,99.27999877929688,98.61000061035156,102.69000244140624,97.26000213623048,,,,
6,MSFT,2018,7,98.0999984741211,106.08000183105467,111.1500015258789,98.0,,,,
7,MSFT,2018,8,106.02999877929688,112.33000183105467,112.77999877929688,104.83999633789062,,,,
8,MSFT,2018,9,110.8499984741211,114.37000274658205,115.29000091552734,107.2300033569336,,,,
9,MSFT,2018,10,114.75,106.80999755859376,116.18000030517578,100.11000061035156,101.06099929809571,,101.06099929809571,
10,MSFT,2018,11,107.0500030517578,110.88999938964844,112.23999786376952,99.3499984741211,102.6489990234375,,102.84809022383257,
11,MSFT,2018,12,113.0,101.56999969482422,113.41999816894533,93.95999908447266,103.42899932861329,,102.61571012764924,
12,MSFT,2019,1,99.5500030517578,104.43000030517578,107.9000015258789,97.1999969482422,104.74499969482422,,102.9455810690177,
13,MSFT,2019,2,103.77999877929688,112.02999877929688,113.23999786376952,102.3499984741211,106.59599990844727,,104.59729337997756,
14,MSFT,2019,3,112.88999938964844,117.94000244140624,120.81999969482422,108.8000030517578,108.50600051879883,,107.0232404820555,
15,MSFT,2019,4,118.9499969482422,130.60000610351562,131.3699951171875,118.0999984741211,111.70500106811524,,111.3099251405028,
16,MSFT,2019,5,130.52999877929688,123.68000030517578,130.64999389648438,123.04000091552734,113.46500091552734,,113.55902971589789,
17,MSFT,2019,6,123.8499984741211,133.9600067138672,138.39999389648438,119.01000213623048,115.6280014038086,,117.26829826098322,
18,MSFT,2019,7,136.6300048828125,136.27000427246094,141.67999267578125,134.6699981689453,117.81800155639648,,120.72315389943371,
19,MSFT,2019,8,137.0,137.86000061035156,140.94000244140625,130.77999877929688,120.92300186157226,110.99200057983398,123.83894421050968,110.99200057983398
20,MSFT,2019,9,136.61000061035156,139.02999877929688,142.3699951171875,134.50999450683594,123.73700180053712,113.1930004119873,126.60095413210735,113.66228612263997
21,MSFT,2019,10,139.66000366210938,143.3699951171875,145.6699981689453,133.22000122070312,127.91700134277343,115.67300033569336,129.64987067484918,116.4915917411683
22,MSFT,2019,11,144.25999450683594,151.3800048828125,152.5,142.97000122070312,132.61200180053712,118.67850074768066,133.60080416720615,119.81429775465823
23,MSFT,2019,12,151.80999755859375,157.6999969482422,159.5500030517578,146.64999389648438,137.17900161743165,121.88750076293945,137.98247558193998,123.4224595826186
