index,ticker,year,month,open,close,high,low,SMA_10,SMA_20,EMA_10,EMA_20
0,PEP,2018,1,119.93000030517578,120.3000030517578,122.51000213623048,116.37999725341795,,,,
1,PEP,2018,2,119.91999816894533,109.7300033569336,121.01000213623048,107.94000244140624,,,,
2,PEP,2018,3,109.20999908447266,109.1500015258789,113.9000015258789,105.94000244140624,,,,
3,PEP,2018,4,108.62000274658205,100.94000244140624,111.18000030517578,100.58000183105467,,,,
4,PEP,2018,5,100.36000061035156,100.25,102.23999786376952,95.94000244140624,,,,
5,PEP,2018,6,100.54000091552734,108.87000274658205,109.58999633789062,99.6500015258789,,,,
6,PEP,2018,7,108.6999969482422,115.0,116.9000015258789,107.5199966430664,,,,
7,PEP,2018,8,114.41999816894533,112.01000213623048,118.44000244140624,110.88999938964844,,,,
8,PEP,2018,9,111.81999969482422,111.8000030517578,115.5199966430664,110.4499969482422,,,,
9,PEP,2018,10,112.1500015258789,112.37999725341795,114.2300033569336,104.52999877929688,110.04300155639649,,110.04300155639649,
10,PEP,2018,11,112.0,121.94000244140624,122.0,109.62999725341795,110.20700149536133,,112.20609262639826,
11,PEP,2018,12,120.4800033569336,110.4800033569336,120.91000366210938,105.02999877929688,110.28200149536133,,111.89225821376832,
12,PEP,2019,1,109.1500015258789,112.66999816894533,112.9000015258789,106.7300033569336,110.63400115966797,,112.03366547834595,
13,PEP,2019,2,112.9499969482422,115.63999938964844,117.3000030517578,111.4499969482422,112.10400085449218,,112.68936255312822,
14,PEP,2019,3,115.86000061035156,122.5500030517578,123.19000244140624,114.26000213623048,114.33400115966796,,114.48220628015179,
15,PEP,2019,4,122.58999633789062,128.0500030517578,128.38999938964844,120.73999786376952,116.25200119018555,,116.9490784204438,
16,PEP,2019,5,127.8499984741211,128.0,130.89999389648438,124.8499984741211,117.55200119018555,,118.95833688945402,
17,PEP,2019,6,127.86000061035156,131.1300048828125,135.24000549316406,127.48999786376952,119.46400146484375,,121.17136743370101,
18,PEP,2019,7,131.99000549316406,127.80999755859376,135.24000549316406,126.23999786376952,121.06500091552735,,122.37839109277242,
19,PEP,2019,8,128.9600067138672,136.72999572753906,137.11000061035156,123.87999725341795,123.50000076293945,116.77150115966796,124.98777375363908,116.77150115966796
20,PEP,2019,9,136.35000610351562,137.10000610351562,139.17999267578125,134.10000610351562,125.0160011291504,117.61150131225585,127.18999781725299,118.70754924955821
21,PEP,2019,10,136.92999267578125,137.1699981689453,140.4499969482422,133.49000549316406,127.68500061035157,118.98350105285644,129.0045433357425,120.46587771807127
22,PEP,2019,11,137.5500030517578,135.8300018310547,138.33999633789062,131.58999633789062,130.0010009765625,120.31750106811523,130.24553578943562,121.9291276335935
23,PEP,2019,12,136.64999389648438,136.6699981689453,138.25,134.32000732421875,132.1040008544922,122.10400085449218,131.4136198584374,123.33302006553177
